title,question,answer,lang_type,link
Min forlovede på nynorsk,Korleis skal eg omsetje « forlovede n min» til nynorsk? Eg kjem ikkje på noko anna enn «han eg er trulova med».,"Det er heilt rett omsett. Ein må ty til ei relativsetning, som i deLillos-songen der det heiter «der kom Frans hun var forlovet med» (ikkje «hennes forlovede»). Partisippet trulova kan ikkje substantiverast til *ein trulova eller *trulovaen. Min trulova verkar òg stivt. Ein kan skrive både forlove seg og trulove seg på nynorsk. Å forlove seg kan òg tyde å love for mykje. Om historiske tilhøve og i høgtidleg samanheng er det festarmøy og festarmann som gjeld. Truloving er det same som festarmål; ein fester seg til kvarandre. To som er trulova, kan òg kallast feste – eller festarfolk. Festarmøya gjekk frå folkevisene inn i bibelspråket for kring hundre år sidan. Då festarmøya eller -jenta var ute or dansen, vart det vanskeleg å omtale dette førekteskapelege forholdet med eit substantiv utan å ty til forlovede, som er eit vanleg lånord frå dansk og bokmål i dialektane (òg der ein skriv nynorsk). Faste munnlege uttrykk som kona hans skal/sku' verta (bokmål hans tilkommende) har òg gått meir eller mindre i gløymeboka. Før har kjærast vorte tilrådd som eit alternativ, men det er jo mindre presist.",nno,https://sprakradet.no/spraksporsmal-og-svar/min-forlovede-pa-nynorsk/
Emeritus eller emerita?,Under overskrifta « Kjønnsbalansert språk » på nettsidene til Språkrådet står dette: «Professor emeritus er tittel for en mannlig professor som har gått av med pensjon. For kvinnelige professorer er tittelen professor emerita.» Men ifølgje latinkjennarar er det ikkje korrekt latin å byte ut -us med -a for kvinner.,"Det er ikkje gale å bruka professor emerita. I eit likestillingsperspektiv kan professor + emerita sjåast som det minste av tre vonde. Dei to andre er å kalle ei kvinne professor emeritus (grammatisk hankjønn) og å konstruere eit nytt hokjønnsord profestrix. Samsvarsbøying Professor er eit hankjønnsord på latin. Det er i utgangspunktet -us, ikkje -a, som er hankjønnsendinga i tilhøyrande adjektiv/partisipp som emeritus. Derfor heiter det tradisjonelt professor emeritus. Hankjønnsadjektivet emeritus har hokjønnsmotstykket emerita. Det vart til vanleg nytta saman med hokjønnssubstantiv. Nokre substantiv på -or kunne i latin ha ein hokjønnsparallell på -rix, og eit tenkt profestrix (fleire profestrices) ville utan vidare gått i hop med emerita. Men i klassisk latin finst ikkje profestrix. Det kan verke som om samanhengen mellom -or og -us er ubryteleg, men i denne artikkelen forklarer professor Claus Krag at substantiv på -or kan kombinerast med adjektivforma på -a for å få fram at referenten er av hokjønn. (I ein artikkel i boka Etterrakst (2014) har professor Geirr Wiggen rett nok trekt argumentet i tvil med å vise til at orda på -or fell i to grupper, og at den gruppa professor høyrer til, ser ut til å vere reine hankjønnsord i klassisk latin.) Praksis og råd Fleire latinforskarar kallar seg professor emerita, mellom andre Monica Hedlund (Uppsala Universitet). Språkrådet har ingen innvendingar mot det. Men det kan ikkje vere gale om ei kvinne kallar seg professor emeritus heller. Vi kan kanskje samanlikne med nynorsk. Vi skifter ut emeritus/emerita med liten/ lita for å få fram det grammatiske poenget: «Ei lita professor» er opplagt hokjønn (men skurrar grammatisk), medan «ein liten professor» kan ha kva biologisk kjønn som helst. Professor er eit hankjønnsord i både latin og norsk, men det fungerer kjønnsnøytralt. Det har ikkje vore rekna som kjønnsdiskriminerande å la liten rette seg grammatisk etter substantivet professor. Knytt til andre ord enn professor Elles ser vi tendensar til å bruke både emeritus og emerita i mindre akademiske samanhengar der det ikkje tradisjonelt høyrer heime. Det kan ikkje kallast klårt og greitt språk. I denne grundige artikkelen i Tidsskrift for Den norske legeforening tek Erlend Hem til orde for å nytta pensjonert eller tidlegare. Uttale og bøying Uttalen er /eme:ritus/, altså med trykk på den andre e-en. Bøyinga er professores emeriti eller med adjektivet i hokjønn: professores emeritae.",nno,https://sprakradet.no/spraksporsmal-og-svar/emeritus-eller-emerita/
Amish eller amisk?,"Eg skal omsetje ein tekst om kyrkjesamfunnet som på engelsk heiter «The Amish». Kan eg skrive amisk, eller skal eg halde på Amish også på norsk?","Dette kyrkjesamfunnet er i dag eit amerikansk fenomen. Den engelske skrivemåten er så innarbeidd at vi vil rå deg til å skrive amish-folket, amish-gudsteneste osv. Det er ikkje noko prinsipielt i vegen for å fornorske ordet til amisk, men amish gjev nok mindre rom for mistyding. Merk at det må det vere liten forbokstav i amish på norsk. Engelsk Amish kjem frå tysk amisch, som er avleidd av namnet til den sveitsiske predikanten Jacob Ammann. Ammann verka på slutten av 1600-talet.",nob,https://sprakradet.no/spraksporsmal-og-svar/amish-eller-amisk/
Satt eller satte?,"Satt eller satte vi oss ned, og satt eller satte vi oss mål?","Dere SATTE dere ned og SATTE dere mål. Dere satte dere altså mål mens dere satt. Det gjelder å ikke forveksle parverbene sitte og sett e: å sitte – sitte r – SATT – har sitte t å sett e – sett er – SATTE – har satt Sette er i motsetning til sitte et transitivt verb. Det vil si at sette krever et objekt (markert med O nedenfor): Jeg satt i stolen. Bilen satt fast. Jeg satte meg (O) i stolen. Jeg satte bilen (O) i garasjen. Meg og bilen er altså objekt. (Merk at sette også kan fungere som det transitive parverbet til å stå. Bilen står jo i garasjen; den sitter ikke.) På nynorsk og i mange dialekter er skillet tydeligere: å sitje – sit – SAT – har sete å setj e – set – SETTE – har sett Eg sat i stolen. Bilen sat fast. Eg sette meg i stolen. Eg sette bilen i garasjen. Når det i nordafjelske dialekter heter f.eks. «æ sætt mæ», er det en variant av «eg sette meg» med apokope. Dialekter med sett / sætt i preteritum av å sette skiller tydelig mellom verbene (sitte heter jo sat(t) i preteritum).",nno,https://sprakradet.no/spraksporsmal-og-svar/satt-eller-satte/
Tålmodighet på nynorsk,Kan eg «smørja meg med tålmodigheit» på nynorsk?,"Nei, du må nok smørja deg med tolmod dersom du vil skriva i samsvar med rettskrivingsordbøkene og tradisjonen. Tolmod er med andre ord ei dygd. Når nynorsken har ei såkalla kortavleiing som tyder det same som eit ord på - het, lagar vi ikkje heit -ord. Døme: samvit, rettferd og tolmod. Desse orda dekkjer samvittighet, rettferdighet og tålmodighet fullt ut. Denne regelen gjeld same kva som måtte vera utbreidd i dialektane. Tolmod: utbreiing og uttale Tolmod er eit ord som nynorsken har frå austnorsk og trøndersk (nynorsken var utbreidd på Austlandet og i Trøndelag før). Jamfør òg svensk tålamod. Den vanlege uttalen på norsk er /tålmo/, men i nokre dialektar kan den opne o-en i fyrste stavinga òg bli uttalt ø. D-en er altså stum, men stumme d-ar kjem fram att føre -ig, så tolmodig blir uttalt /tålmodi(g)/. Ikkje maskinomset frå bokmål! Sjølv om tolmod dekkjer tålmodighet, blir nynorsken bokmålsprega på eit djupare plan dersom vi automatisk omset tålmodighet med tolmod alle stader. For det fyrste bør vi bruka adjektivet tolmodig der det høver, elles kan stilen bli for substantivisk. «Nå gjelder det å utvise tålmodighet» kan til dømes heita «No gjeld det å vera tolmodig(e)» på nynorsk. «Å visa tolmod» er ikkje godt. Hugs å gje tol! Men vi bør òg bruka faste uttrykk der vi kan, med eller utan substantiv. Vi har eit endå kortare substantiv enn tolmod, nemleg tol /tål/. Det tyder både tolmod, toleranse og toleevne. Lat oss sjå litt nærare på det ordet til slutt. Vi set opp forklaringar på bokmål, så dei som søkjer etter løysingar på omsetjingsproblem, lettare finn artikkelen: ha/gje tol: ha/vise (litt) tålmodighet; finne seg i (å vente), holde ut, ta det med ro døme: ho hadde ikkje tol til å venta; du får gje tol til i morgon; du bør ha meir tol med dei ta med tol: ikke bekymre seg, ta med ro døme: han tok livet med tol, same kva som skjedde gje eller slå seg til tols: akseptere; resignere; finne seg til rette; roe seg døme: ho måtte slå seg til tols med å ha ein utolig ektemann Det same ordet finst og kan brukast på bokmål, i forma tål. Mest dialektalt finn vi òg den verbale uttrykksmåten å tola seg (fortid: tolte seg). I det tidlegare Hordaland fylke har ein òg varianten tolma seg: «No får du tolma deg litt!» Det kjem nok av tolmøda /tålmøa/, som har hatt større utbreiing.",nno,https://sprakradet.no/spraksporsmal-og-svar/talmodighet-pa-nynorsk/
Leke/lege dommere og leke/lege medlemmer?,"Kan lek eller leg brukes som adjektiv, slik som i lov om Den norske kirke, der det står at Bispedømmerådet består av blant annet «en lek kirkelig tilsatt valgt av de leke kirkelig tilsatte» og «fire andre leke»? Hva med leke/lege dommere, som noen skriver? Jeg trodde det bare kunne hete lekdommere.","Lege (eller læge) dommere er over hundre år gammelt i norske tekster. Med overgangen til harde konsonanter fikk vi også leke dommere. Det må være mulig å bruke leg/lek på denne måten i dag også. Ordet står faktisk som vanlig adjektiv i Bokmålsordboka. Men legdommer og lekdommer er minst like gammelt, og det kan nok være mer praktisk og leservennlig å bruke det. Kan vi ha lege/leke dommere, må vi også kunne ha lege/leke tilsatte. Dette kommer senere i litteraturen, i forbindelse med lover om Den norske kirke (og er dermed vedtatt av Stortinget). Det tidligste eksempelet vi finner, er fra 1967. Legtilsatt/lektilsatt er tydeligvis ikke i bruk, det heter helst lek tilsatt, ser vi på nettet.",nob,https://sprakradet.no/spraksporsmal-og-svar/leke-lege-dommere-og-leke-lege-medlemmer/
Ett alternativ og ett valg?,"Hvis man kan velge mellom to muligheter, A og B, har man da ett alternativ eller to? Jeg vil mene to, men hvis man fjerner B, har man jo bare én mulighet igjen, og da har man jo «ikke noe alternativ». To minus én blir altså null?","Svaret er litt avhengig av perspektivet. Sett at A og B er handlingsmuligheter. Hvis vi zoomer inn og fokuserer på mulighet A, har vi ett alternativ (B) til A, altså noe annet vi kan gjøre (jf. latin alter ‘annen’). Det samme gjelder den andre veien: A er alternativet til B. Men når vi zoomer ut, ser vi at vi har to alternativ ved siden av hverandre – eller kanskje til og med tre eller flere. For det er også perspektivavhengig hva vi i det hele tatt regner som et alternativ eller en mulighet. Passivitet eller negativt utfall som skjult alternativ Hvis vi bare én handlingsmulighet (A) sier vi gjerne at vi ikke har noen alternativer (eventuelt «ett alternativ» og ingen andre). Vi ser da bort fra at vi også kan la være å handle. Passivitet er nesten alltid et alternativ i vid betydning. Vi ser også gjerne bort fra alternativ med negativt utfall for oss. Vi underforstår altså vilkåret som innledes med «om» eller «for at» nedenfor: Vi har bare én mulighet (A) og ikke noe valg! Vi har ikke noe alternativ til A! Vi er nødt til å gjøre A! … om / for at det skal gå bra (f.eks. om vi skal overleve). Mer objektivt kan man likevel se situasjonen som et valg mellom to eller flere alternativer. Perspektivene blander seg ofte mens vi snakker, men selv om vi ikke opererer med vanlig matematisk logikk, kommer budskapet oftest greit fram. Valg om handling og valg om alternativ/valgmulighet Når vi velger (én gang) mellom alternativene/mulighetene, gjør vi et(t) valg. Vi kan derfor også si at vi har et(t) valg. Men ofte sier vi noe annet. Riktignok står valg for handlingen å velge, men det er også vanlig å kalle alternativene (mulighetene) som man velger mellom, for valg. Vi kan altså ha et valg mellom to «valg». Også på engelsk brukes choice fra gammelt av både om ‘choice between options’ og om selve the options. Alternativ er jo ikke noe gammelt ord i folkemålet, så andre ord må ha gjort nytten før. Gammel betydning av alternativ I eldre skriftmål finner vi også det omvendte forholdet: Substantivet alternativ kunne vise til valg situasjonen enten–eller. Et eksempel fra 1831: «Der gaves nu virkelig kun et Alternativ: Borgerkrig eller overgivelse.» Men etter hvert kom ordet altså til å bli brukt mer og mer om hver av valgmulighetene.",nob,https://sprakradet.no/spraksporsmal-og-svar/ett-alternativ-og-ett-valg/
Seg eller han/ho?,"Skal eg bruke seg eller han/ho i desse setningane? 1 Ola lét dei stå og sjå på ___ ei stund. 2 Ho høyrer nokon rope bak ___, og snur seg. 3 Anne fekk Kjell til å ta kveldsvakta for ___.","Bruk seg for å vise tilbake til det næraste tenkjelege subjektet og han/ho for å vise til noko utanfor det. Når vi skal ta føre oss eksempla dine, byrjar vi med å spørje kven som utfører verbalhandlingane sjå, rope og ta, altså kven som er logisk subjekt for det verbet som står (i infinitiv) nærast det opne feltet. Svaret er 1) dei, 2) nokon og 3) Kjell. Dersom det er dei same personane vi vil vise til med eit pronomen, er det refleksivpronomenet (seg) vi skal bruke. Men i dei tre eksempla er det truleg 1) Ola, 2) Ho og 3) Anne vi vil vise til til i det opne feltet. Då seier regelen at vi skal velje andre pronomen (han, ho, henne). Men for strenge kan vi ikkje vere. På norsk nyttar ein ofte refleksivpronomen der det ikkje kan mistydast i samanhengen, uavhengig av skulegrammatikk. Vi må gjere oss kjende med eit par nye omgrep for å tak på dette. Domene: setningar og anna Refleksivpronomenet seg (og det refleksive eigedomspronomenet sin) viser som hovudregel til subjektet i det domenet det står i. Domene er i denne samanhengen anten ei setning med bøygd verb og grammatisk subjekt eller ei setning utan grammatisk subjekt, som infinitivskonstruksjonar, småsetningar og substantivfrasar. Den første typen setning blir kalla «opne setningar», den andre typen «skjulte setningar». I eksempla har vi å gjere med tre infinitivskonstruksjonar: «sjå på», «rope bak» og «ta kveldsvakta for». Vi kjem attende til dei. Opne setningar I opne setningar er det som regel lett å finne subjektet og dermed avgjere om det høver å bruke seg eller eit anna pronomen: Ola ville at dei skulle sjå på han. Her er dei det eksplisitte subjektet i leddsetninga (etter at). Ettersom meininga er at dei andre skulle sjå på Ola (ikkje på seg sjølv), må ein velje han, endå det òg kan vere tale om ein annan han. Skjulte setningar Skjulte setningar har ikkje noko grammatisk (uttrykt) subjekt, og her kan ein ofte vere i tvil om kva som er rett. Alle dei tre setningane du spør om, er av dette slaget. Merk at faktisk bruk i slike setningar varierer, og at det finst ein viss dialektvariasjon. I skriftmålet gjeld nok likevel hovudregelen om at seg (berre) viser tilbake til subjektet i det domenet det står i. I døma er det eksplisitte objektet i oversetninga (dei, nokon, Kjell) skjult subjekt i leddsetninga. Ola lét dei stå og sjå på [?] ei stund. Det skjulte subjektet til verbet sjå er dei, altså er det dette leddet seg ville ha vist til her. Men ettersom meininga er at dei såg på han, bør ein velje pronomenet han: Ola lét dei stå og sjå på han ei stund. (At det i tillegg kan vise til ein han nummer 2, får våge seg her òg.) I den neste setninga er det skjulte subjektet nokon: Ho høyrer nokon rope bak [?], og snur seg. Sidan nokon her truleg roper bak ryggen hennar, ikkje bak ryggen på nokon annan, må ein derfor setje inn ho eller henne: Ho høyrer nokon rope bak henne, og snur seg. I praksis vil likevel varianten med seg i dette tilfellet bli forstått på same måte, fordi det ikkje gir meining at seg skal vise til nokon. I det siste eksempelet nedanfor er det òg sakleg sett hipp som happ kva ein vel. Formelt er det skjulte subjektet i leddsetninga Kjell, men det gir jo ikkje meining at Kjell skulle ta kveldsvakta for seg sjølv. Anne fekk Kjell til å ta kveldsvakta for ho/seg. Det er altså samanhengen, ikkje valet av pronomen, som avgjer tolkinga i praksis. I mange dialektar brukar ein nok refleksiv så langt det ikkje kan mistydast og kanskje litt til. I skriftmålet går ein derimot gjerne over til han/ho/henne så snart refleksiven i teorien kan gi ei anna tolking enn den tilsikta. Meiningsskilnad Om vi set inn ein annan verbfrase i den same setninga, kan pronomenvalet gi klar meiningsskilnad: Anne fekk Kjell til å klippe seg. Anne fekk Kjell til å klippe ho/henne. På dialekt kan den første setninga tolkast på to måtar, men i skriftmålet bør ho vise til klipping av Kjell. I den andre setninga er det naturlegvis Anne som blir klipt.",nob,https://sprakradet.no/spraksporsmal-og-svar/seg-eller-han-ho/
Mankell,"Korleis skal namnet til forfattaren Henning Mankell uttalast, med trykket på fyrste eller andre staving?","Forfattaren sjølv legg trykket på Man-, jf. Wikipedia.",nob,https://sprakradet.no/spraksporsmal-og-svar/mankell/
Web og wok i bestemt form,Korleis skriv ein web og wok i bestemt form?,Det er fastsett valfri skrivemåte: web – weben eller vebb – vebben wok – woken eller vokk – vokken Skrivemåten gjeld begge tydingane av web/vebb. Vidare har vi verba å webbe/ vebbe (‘impregnere webstoff’) og å wokke/vokke. Du finn alt dette i nettversjonen av Bokmålsordboka og Nynorskordboka.,nno,https://sprakradet.no/spraksporsmal-og-svar/web-og-wok-i-bestemt-form/
Pilegrimsleden?,Hvorfor kalles pilegrimsveiene til Nidaros Pilegrimsleden? De er jo hverken en led eller en slede. Heter det forresten pilegrim eller pilgrim?,"En led er det samme som ei lei. Når vi snakker om leia, sikter vi helst enten til en farvei for skip eller til en viss retning i lendet, ikke til en fysisk vei. Navnet på disse vandringsveiene er altså ikke helt i samsvar med norsk språktradisjon. Før het det helst pilegrimsvei. Om leden/leia I Språknytt 3/2000 kan du lese mer om hvordan Pilegrimsleden for alvor ble tatt i bruk i norsk i 1990-årene, først som et prosjektnavn. Det er nok riktig å si at navnet skriver seg fra svensk, der det er gammelt (jf. også den svensk-norske Finnskogleden). Formen Pilegrimsleia harmonerer lydlig og grammatisk mer med dialektene i områdene der veiene går (led kommer opprinnelig fra dansk-norsk og svensk skriftspråk), men det terminologiske problemet er det samme. Om pilegrim Svenskene og senere danskene har sløyfet e-en i pilegrim. Vi har beholdt skrivemåten med -e-, som er mer opprinnelig, jamfør norrønt pílagrímr og latin pilegrinus (av eldre peregrinus, som betydde ’fremmed, utlending’). Men også i Norge har pilgrim uten -e- blitt brukt mye, i den senere tid sikkert også under innflytelse av engelsk pilgrim. Ordet uttales på mange måter (blant annet /pilgrim/, /pillgrim/, /pilegrim/ og /pillegrim/), så vi kan like godt holde oss til den skrivemåten vi har.",nob,https://sprakradet.no/spraksporsmal-og-svar/pilegrimsleden/
Herad og heradsstyre,"Heiter det heradstyre eller heradsstyre, og korleis skal det uttalast?","Samansetningar med herad skal ha binde-s, altså heiter det heradsstyre, heradshus og så vidare. Tradisjonell uttale er utan d. I gammalnorsk heitte herad herað. Den stungne d-en i utlyd fall heilt bort i uttalen etter gammalnorsk tid, nett som i til dømes tid og dugnad. Vi fekk uttalen [he:ra], [hæ:ra] eller ein mellomting, alt etter dialekt. Uttalen utan -d er altså den tradisjonelle. Skriftuttalen med -d har spreidd seg kraftig, delvis på grunn av bokmålsvarianten herred, som skal uttalast med -d (jf. dansk herred). Med tradisjonell uttale av herad blir heradsstyre /he:rasty:re/, med litt varierande uttale av den fyrste e-en. Eit herad er ein kommune på landet. Før heitte dei fleste nynorskkommunar herad i staden for kommune; no er det berre nokre få kommunar i det tidlegare fylket Hordaland som held på denne nemninga i sjølve namnet. På nynorsk kan ein framleis omtala kommunar på landet som herad, men sidan skiljet mellom by og land langt på veg er oppheva, er det vanskeleg å vita kvar ein skal setja grensa. Elles er det nokre bygder som heiter Herad eller som har ordet som siste ledd av namnet, som Kvinnherad og Krødsherad.",nno,https://sprakradet.no/spraksporsmal-og-svar/herad-og-heradsstyre/
Det skulle berre mangle at (ikkje),"Når vi bruker uttrykket det skulle berre mangle, skal vi da ha med ikkje? Eit eksempel: – Ho har blitt mykje betre i norsk. – Ja, det skulle berre mangle at ho (ikkje?) blei betre i norsk (underforstått: ettersom ho har budd her så lenge).","Her bør du ha med ikkje. Regelen er den same i bokmål: Det skulle bare mangle at ikke … Logikken bak uttrykket det skulle berre mangle kan framstillast slik: 1) Det skulle berre mangle at X = Det ville vere ille dersom X 2) Det skulle berre mangle at X ikkje = Det ville vere ille dersom X ikkje Det komplette (det som er utan mangel) er her noko negativt. Det er ramma. Døme Når Arne Garborg i Trætte Mænd skriv – Det skulde bare mangle, at hun er forelsket, siktar han til at ei forelsking (= X) ville vere ille (men han veit ikkje om dette negative er eit faktum). I dag kunne det fort ha blitt oppfatta motsett (altså «Hurra for forelskinga!», og forelskinga kunne vore eit kjent faktum). Vi kjem tilbake til dette. Dersom ein set inn ikkje, seier ein at ikkje-X (X-mangel) ville vore ille: – Grunnlova ligg no føre på nynorsk. Det skulle berre mangle at ho ikkje fanst på nynorsk (når vi har to jamstilte målformer her til lands). Om Grunnlova ikkje fanst på nynorsk, ville det så å seia vera dropen som fylte begeret. Dømet ditt er ein tilsvarande kritikk av ein tenkt komplett negativ situasjon. Her må nektinga vere med i tillegg til X: – Ho har blitt mykje betre i norsk. – Ja, det skulle berre mangle at ho ikkje blei betre i norsk (ettersom ho har budd her så lenge). Nektinga kan falle bort i nyare mål Ikkje sjeldan ser ein at nektinga blir sløyfa i strid med logikken ovanfor: – Eg fekk mange store sjansar i løpet av kampen, så det skulle eigentleg berre mangla at eg scora tre gonger, seier Flo. – Me er verdas beste reisemål, så då skulle det berre mangla at maten også er i øvste klasse. Det som er meint her, er at det ville vore rart og kritikkverdig om Flo ikkje scora tre gonger, og om maten ikkje var framifrå. Sjølv om det manglar eit ikkje, vil nok dei fleste forstå tanken bak på grunn av samanhengen. Brukar ein ikkje i døma ovanfor, forskyv ein gjerne tempus til det hypotetiske «at eg ikkje hadde scora» og «at ikkje maten også var ». I dag er det ein sterk tendens til å nytte om i staden for at i denne forskyvinga (jamfør «det hadde vore ille om …). Utviklinga kan ein sjå i eit korpus hjå Nasjonalbiblioteket, her: Frå «sjølvsagt ikkje» til «sjølvsagt» Korleis kan nektinga ha forsvunne hos mange språkbrukarar? For det fyrste går den rette meininga ofte fram av samanhengen, anten ikkje er med eller ikkje. Logikken er blitt unødvendig. For det andre kan heile uttrykket (det skulle berre mangle) ha fått ei fast tyding i retning ‘sjølvsagt’. At-setninga er ofte underforstått. Vi kan sjå for oss denne utviklinga: 1) Gammalt: Klart du får lov. Det skulle berre mangle at du ikkje fekk det! 2) Gammalt: Klart du får lov. Det skulle då berre mangle […]! 3) Nytt: Det skulle berre mangle at du får/fekk lov! (= ‘Klart du får lov’). (Òg: om du ikkje fekk) Det at uttrykket alltid har vore mykje nytta sjølvstendig som i (2), har nok fremja utviklinga mot (3). Men tradisjonelt tyder altså (3) det motsette, nemleg ‘det ville vere urimeleg om du fekk lov’ = ‘sjølvsagt får du ikkje lov’.",nno,https://sprakradet.no/spraksporsmal-og-svar/det-skulle-berre-mangle-at-ikkje/
Fossilgass eller naturgass?,"I Sverige har de gått over til å bruke ordet fossilgass i stedet for naturgass, blant annet for å tydeliggjøre at begrepet ikke omfatter biogass (som er en fornybar og dermed mer miljøvennlig energikilde). Mener Språkrådet vi bør gjøre det samme i Norge?","Både ja og nei. Det er ikke Språkrådet som avgjør om norske fagtermer skal skiftes ut. Vi har heller ikke full oversikt over svensk gassterminologi, som muligens skiller seg fra den norske. Språkrådet har kontakt med en termgruppe for klimaforskning. Da vi fikk nyheten om den svenske anbefalingen, rådførte vi oss med termgruppa og fikk tilbakemelding fra noen av medlemmene. Konklusjonen er foreløpig at fossilgass (eller fossil gass, som er en vanligere form i norsk) ikke uten videre kan erstatte naturgass som fagterm. Termen naturgas(s) har vært i bruk i norsk i over hundre år, se for eksempel De viktigste brændmaterialer og deres varmeverdi (1917). Fenomenet fossil gass / fossilgass er naturligvis eldgammelt, men termene er av nyere dato. Begrepet termene står for, omfatter mer enn naturgass. For eksempel er det vanlig å skille mellom naturgass og den like fossile gassen LPG (flytende petroleumsgass), selv om sistnevnte gjerne er utvunnet av naturgass. I denne teksten fra Statistisk sentralbyrå kommer det tydelig fram at fossil gass er et overbegrep over naturgass og andre (fossile) gasser: https://www.ssb.no/343181/klima-og-energi-nokkeltall-k-tabell-09574 Vi har altså ikke grunnlag for å anbefale en generell utskifting av naturgass med fossilgass (eller fossil gass). Det er likevel helt i orden å bruke fossil gass eller fossilgass som en allmenn betegnelse for fossilt brensel i gassform, inkludert naturgass, når det ikke er viktig å presisere at det handler spesifikt om naturgass. I samfunnsordskiftet dreier det seg ofte nettopp om det mer allmenne, altså om det fossile kontra det fornybare.",nob,https://sprakradet.no/spraksporsmal-og-svar/fossilgass-eller-naturgass/
Felleski eller fellski?,"Hvorfor har de populære felleskiene fått dette navnet? Jeg har lært at det heter skinnfell, og at det heter musefelle. Hvis du har ski med fell under, ikke felle, da heter de plutselig felleski?","I utgangspunktet er fellski riktigst. Første gang ordet står på trykk, er det i nettopp denne formen, i Skismøringens historie (1977). Det er også slik ordet står oppført i Bokmålsordboka og Det Norske Akademis ordbok. Mange sammensetninger med enstavelsesord som førsteledd har fuge-e (jf. f.eks. skald + dikt = skaldedikt). Når vi skal finne ut om en gitt sammensetning skal få -e-, bør vi se på andre sammensetninger med det samme førsteleddet. Andre sammensetninger med fell har ikke - e -, jf. fellberedning, fellmaker, fellskinn. Vi foretrekker derfor skrivemåten fellski selv om varianten felleski er blitt dominerende i løpet av kort tid. Hvorfor velger folk felle-? Ikke alle unge mennesker kjenner ordet fell i sin opprinnelige betydning. Feller under ski opptrer i par og omtales oftest i flertall. Hvis man bare kjenner ordet i skisammenheng og bare har hørt det i flertall (feller), kan man ikke vite om det heter fell eller felle i entall. De som tror det heter en felle, sier naturligvis felleski. Til og med noen av dem som vet hva en skinnfell er, mener det heter en (skinn)felle (bare søk etter skinnfelle på finn.no). Også mange av dem som vet at det heter fell i entall, kan føle at det er riktigst med -e- i sammensetning når det er snakk om to eller flere feller. Det finnes en generell språkhistorisk tendens som fellefolket kan støtte seg til: Substantiv i genitiv flertall i gammelnorsk sluttet på - a, og i sammensetninger ble dette med tiden til -e-. Men det er langt fra noen absolutt regel at vi knytter -e- til flertallsbegrepet. I så fall måtte det ha hett (bare) stavetak, leggeskinner og fotetøy med -e-. Det står uansett fast at fell alltid ellers heter fell- i sammensetninger, uavhengig av antallet tenkte feller. En tredje felle-grunn kan være tiltrekning fra rulleski og frastøtning fra fjellski. Med formen felleski kan man sikkert unngå enkelte misforståelser i en sportsbutikk med bakgrunnsstøy. Fell(e)sammenfall for spesielt interesserte Feller (‘skinnfeller’, nynorsk fellar) opptrer gjerne i samme kontekst som feller (til fangst, nynorsk feller). På ski kan vi ha feller (skinn) på den ene siden og feller (Rottefella) på den andre. Isolert sett er det umulig å skille mellom feller og feller. De som ikke har a-endelser i repertoaret, kan heller ikke skille i bestemt form entall. Musefellen kan i prinsippet vise til skinnet til musa som går i fella. Med maksimalt sammenfall får vi: en fell – fellen – feller – fellene en felle – fellen – feller – fellen Vanlig bokmål har likevel: ei/en felle – fella. Eldre nynorsk har skille hele veien: ein feld – felden – feldar – feldane ei felle – fella – fellor – fellone I dag har nynorsk ll for ld og -er/-ene for -or/-one. Aa.O. Vinje skrev om bjørnen med sin lodne feld. Felden er den etymologisk «riktige» skrivemåten av fellen, på linje med kvelden for kvellen. Men det går ingen vei tilbake til den entydige skrivemåten. Derfor er det bra om vi kan skille mellom fell(er) og felle(r) på andre måter der det er mulig.",nno,https://sprakradet.no/spraksporsmal-og-svar/felleski-eller-fellski/
Innbyggjarar på Pitcairn,Finst det eit ord for folk frå Pitcairnøyane? Og kva heiter språket der på norsk? (Det heiter /pitkern/ lokalt.),"Noko vedtak om folk og språk på Pitcairn er ikkje gjort, men her er skrivemåtar som er i samsvar med tidlegare praksis i liknande tilfelle: Innbyggjar: en pitcairner eller en pitkairner (bokmål) ein pitcairnar eller ein pitkairnar (nynorsk) Språk: pitcairn eller pitkairn",nno,https://sprakradet.no/spraksporsmal-og-svar/innbyggjarar-pa-pitcairn/
